Condition,RT,,,,,,,,,,,,,,,,,,,,,,,
5v,[7.37081503868103,10.3896160126,17.3392121792,23.5115740299,26.3946461678,30.3438110352,35.3647780418,42.5172929764,45.5854151249,52.3213529587,57.4397730827,60.5249919891,65.8916630745,71.7605731487,75.929049015,81.8806450367,86.2997250557,92.1518521309, 95.95274209976196],,,,,
4v,[3.3703441619873047,8.3379821777,10.7208361626,14.6235320568,19.5263960361,22.3431460857,27.3123559952,29.4961810112,33.3656570911,39.3996789455,42.5338680744,46.4849631786,49.5031051636,54.3886020184,57.4239311218,61.3576381207,66.325109005,72.4425930977,76.3644111156,78.4785041809,84.3498370647,86.6844301224,92.3701319695, 94.43652009963989]
4c,[4.338814973831177,8.3396229744,12.3075840473,16.2083420753,19.8437628746,24.0127160549,27.994797945,31.9490020275,35.966711998,39.9854049683,43.9695110321,47.9547469616,51.9893770218,55.9734959602,59.9595890045,63.976528883,67.9615800381,71.9796159267,75.9645330906,79.9804298878,83.9852058887,87.9189670086,91.9550120831, 95.98853588104248]
5c,[4.2543439865112305,5.8878769875,10.456952095,15.2919750214,20.3765149117,25.4296739101,30.2972509861,35.7980129719,40.3333051205,45.7031550407,50.4717190266,55.424300909,60.5725500584,65.3611280918,70.2935180664,75.3981339931,78.4158821106,80.5492041111,85.55103302,90.4190299511, 95.62196707725525],,,
5v,[7.440050840377808,10.523252964,17.4095599651,23.5627388954,26.6637568474,30.6641619205,35.5325088501,42.4019370079,45.4697840214,52.3888268471,57.7695269585,60.6255288124,65.7608048916,71.7469639778,75.6318747997,81.4499418736,85.535615921,91.5544350147, 95.55607891082764],,,,,
4v,[3.470426082611084,8.4391701221,10.539935112,14.4079451561,19.5078351498,22.3775410652,27.5294611454,29.8137521744,33.397080183,39.3337781429,42.4185540676,46.5043752193,49.4375531673,54.3726360798,57.4551651478,61.4587650299,66.4438281059,72.5133972168,76.380603075,78.982022047,84.6014661789,86.3990371227,92.553453207, 94.53765916824341]
5c,[5.403554916381836,10.438519001,15.3570039272,20.4095630646,25.444411993,30.4973909855,35.4647660255,40.4009048939,45.4356100559,50.4202208519,55.4234700203,60.3911440372,65.390681982,70.3945159912,75.5471940041,80.5142838955,85.49949193,90.4015769958, 95.40337705612183],,,,,
4c,[4.454674005508423,8.472618103,12.4751279354,16.4763281345,20.5273201466,24.5963270664,28.4968390465,32.4660811424,36.4833431244,40.5004251003,44.5697770119,48.3707470894,52.489315033,56.3238041401,60.3589429855,64.4081881046,68.2958600521,72.4798409939,76.4483239651,80.6841390133,84.4513261318,88.6193830967,92.7041740417, 96.43964409828186]
