Condition,RT,,,,,,,,,,,,,,,,,,,,,,,,
5c,[5.354630947113037,10.2404928207,15.07493186,18.3091568947,20.0747008324,25.4789619446,30.0636558533,35.0328109264,40.0677828789,45.2864539623,50.0387039185,55.0563328266,60.0594758987,65.0612180233,70.3122868538,75.3287549019,80.0829348564,85.0352399349,90.0362639427, 95.08845686912537],,,,,
5v,[7.4565269947052,10.557295084,17.3736350536,23.3949890137,26.5803740025,30.4307661057,35.4336411953,42.4363090992,45.4209032059,52.4401161671,57.4411242008,60.5734961033,65.4607360363,71.5798411369,75.5443069935,81.5668520927,85.501294136,91.4689781666, 95.43856310844421],,,,,,
4v,[3.5204310417175293,8.4884910583,10.6238238811,14.4590668678,19.5257089138,22.4280970097,27.4441130161,29.4644260406,33.4652729034,39.3673279285,42.4851610661,46.4867379665,49.3714370728,54.4074950218,57.3560519218,61.4926860332,66.4278330803,72.4642980099,76.6827349663,78.5155658722,84.4346549511,86.418817997,92.4543199539, 94.43851900100708],
4c,[4.4039459228515625,8.355437994,12.0570318699,16.041864872,20.0258660316,24.0776209831,27.9962990284,31.9814949036,36.0483729839,40.0169029236,44.0526180267,48.0208590031,52.0369648933,56.0731039047,59.9405198097,63.9588308334,67.9770598412,71.9790220261,76.029104948,80.0651650429,84.0480239391,88.0692968369,92.0369939804, 96.03791093826294],
5c,[5.339097023010254,10.3076360226,15.0928270817,20.0270500183,25.1121180058,30.0648071766,35.0159921646,39.9679009914,45.0675711632,50.0036141872,54.991505146,60.0423240662,65.0212221146,70.0126731396,74.9976730347,80.0504930019,85.2513420582,90.0532062054, 95.10551810264587],,,,,,
4v,[3.3508191108703613,8.3056101799,10.5059831142,14.4242331982,18.4086410999,19.508852005,22.4783170223,27.4460661411,29.4274640083,33.3812041283,39.3503210545,42.4154829979,46.4028670788,49.3871850967,54.4055790901,57.4234371185,61.4091260433,66.3610911369,72.3469440937,76.3975281715,78.4144780636,84.3845710754,86.4011461735,92.4704890251, 94.4871289730072]
4c,[4.352848052978516,8.3555269241,12.0744159222,16.0588729382,20.0435400009,24.0790860653,27.8111588955,32.1648318768,36.066398859,40.0679249763,44.1361198425,48.1040179729,52.0701780319,56.0570819378,60.0753588676,64.0934379101,68.0794389248,72.078045845,80.0828869343,84.0843369961,88.0022568703,91.9881949425, 96.1388840675354],,
5v,[7.287397861480713,10.3555779457,17.3059778214,23.3607969284,26.3775048256,30.3640348911,34.2978830338,35.3668699265,42.4153878689,45.4688060284,52.3885428905,57.3901898861,60.4053878784,65.3593158722,71.4291388988,75.4289629459,81.3498568535,85.4170539379,91.4193108082, 95.45508480072021],,,,,
