Condition,RT,,,,,,,,,,,,,,,,,,,,,,,
5v,[7.388887882232666,10.4397578239,17.3430538177,23.3947458267,26.5457079411,30.3642148972,35.3325119019,42.2359008789,45.4695658684,52.3378899097,57.4241409302,60.7760269642,65.4102959633,71.3968749046,75.4481108189,81.4141788483,85.3843379021, 91.8368148803711],,,,,,
4v,[3.4375040531158447,8.5060069561,14.342386961,19.359967947,22.311619997,27.2803730965,29.4459660053,33.3150410652,39.3006460667,42.3353509903,46.4699311256,49.371931076,53.2898831367,57.4573469162,61.2919270992,66.3439810276,72.3462669849,76.3308680058,78.3650641441,84.3180530071,86.3680260181,92.6681220531, 94.43839693069458],
5c,[0.4858667850494385,5.4545137882,10.4237868786,15.3763849735,20.3935358524,25.6131629944,30.4320099354,35.4136648178,40.3506889343,45.5028338432,50.4192869663,55.4565107822,60.439745903,65.4272618294,70.5956048965,75.5284337997,80.6155438423,85.884649992,90.3507549763, 95.37136578559875],,,,
4c,[4.419033050537109,8.4067339897,12.3075418472,16.1255400181,20.0079500675,24.4115250111,28.3808948994,31.7814090252,35.7994298935,39.8018388748,43.8189718723,47.8183050156,52.5720338821,56.307060957,60.2748770714,64.2243309021,68.3284089565,72.0641648769,76.0486469269,80.0493059158,84.0838558674,88.4688899517,92.0204880238, 96.05636096000671]
4c,[4.4220969676971436,8.0398600101,12.0403528214,16.0254108906,20.0268030167,24.029050827,28.0142028332,32.0155818462,36.0162940025,40.0008587837,44.0334818363,48.0038158894,52.0533490181,56.0243330002,60.0083498955,64.0100200176,68.0113329887,72.0471048355,76.0312068462,80.0328159332,84.0503978729,88.0163199902,92.0032939911, 96.00463891029358]
5c,[4.087524175643921,5.5546250343,10.4734461308,13.7742471695,20.3771531582,25.5290691853,30.4144730568,35.4827060699,40.3516499996,45.4207160473,50.5025191307,55.4740550518,60.3897101879,65.4114851952,70.4267151356,75.5286900997,80.4329171181,81.3998379707,85.4674119949,90.4196820259, 95.4390070438385],,,
5v,[7.355415105819702,10.4066090584,17.3260540962,23.3937871456,26.5590829849,30.3968069553,35.3793580532,42.3351349831,45.5360729694,52.3549711704,57.373374939,60.5908150673,65.4433529377,71.3459429741,75.4132771492,81.3987801075,85.4170851707,91.7023429871, 95.43751406669617],,,,,
4v,[3.521483898162842,8.3224210739,10.4901969433,14.3091928959,19.4099318981,22.5089390278,27.3464229107,29.6307270527,33.3650069237,39.3009619713,42.3186049461,46.3354039192,49.4383308887,53.2394809723,61.5601410866,66.3770940304,72.3464689255,76.3483059406,78.3492529392,84.2841920853,86.3850059509,92.8041009903, 94.4045820236206],
