Condition,RT,,,,,,,,,,,,,,,,,,,,,,,,,
5v,[7.472115993499756,10.4408349991,17.4259910583,23.4289469719,26.394659996,30.3978300095,31.2473781109,35.3967719078,42.4489409924,45.6348450184,52.3714089394,57.4069170952,60.6917970181,65.4267880917,71.4620349407,75.4644739628,81.8159899712,85.8177230358,91.6703851223, 95.63760805130005],,,,,,
4v,[3.3860440254211426,8.4219219685,10.5533850193,14.474832058,19.9589960575,22.4431889057,27.4951360226,33.3649299145,39.3824770451,42.4512200356,46.5852909088,49.4040920734,54.4048080444,57.3716979027,61.4914600849,66.4099259377,72.6121070385,76.3804469109,78.6305890083,84.3498430252,86.4841690063,92.4712660313, 94.43733310699463],,,
5c,[5.4700469970703125,10.4075300694,15.3731620312,20.3770949841,24.4119639397,30.6807360649,34.5827310085,40.4186041355,45.4031529427,50.5549759865,55.4230599403,60.6426429749,65.3267710209,70.3621571064,75.4441859722,80.4161391258,85.4832389355,89.9695811272, 95.32162308692932],,,,,,,
4c,[4.487610816955566,8.3399858475,12.2905759811,16.2750399113,20.2434248924,24.2782378197,28.2803578377,32.1983590126,36.2495148182,40.3675448895,44.2524828911,48.3379290104,52.0895738602,55.9906189442,60.0087149143,63.9906070232,67.9778239727,71.9937338829,75.9651708603,80.0163328648,83.9504950047,87.9694988728,91.9868509769,95.9882409573, 99.95603585243225],
4c,[4.271438837051392,8.1225979328,11.94074893,15.941587925,19.9442768097,23.8957409859,27.9299869537,31.9155209064,35.9165608883,39.9485538006,43.9024329185,46.4199090004,47.9207828045,52.0054278374,55.9547379017,59.9586429596,63.9114339352,67.9591119289,71.9798369408,75.9477059841,79.9592158794,83.9003398418,87.8849937916,91.9535448551,95.9232378006, 99.95552587509155]
5c,[4.054319143295288,5.8547930717,10.1566300392,14.2423381805,15.2583432198,20.0106270313,25.0275921822,30.0316312313,35.0159151554,40.0518980026,45.0202560425,50.8209290504,54.1899411678,55.1709580421,59.1091952324,60.3918671608,64.2092092037,65.3449342251,69.9959881306,74.1471941471,74.9303870201,80.449296236,85.5321521759,90.3707251549,95.4059932232, 99.29044914245605]
4v,[3.503014087677002,8.4568121433,10.5909640789,14.5257890224,19.4103021622,22.4121141434,27.5298080444,29.8298840523,32.5484101772,39.451406002,42.4519770145,46.4675481319,49.454665184,54.056071043,57.5585510731,61.476279974,66.4943931103,70.0285539627,72.3963689804,76.8308501244,78.4494891167,84.0175001621,86.8505339622,92.5203151703, 94.58770513534546],
5v,[7.471983909606934,10.4239208698,17.4931168556,23.4122579098,26.4792590141,30.6639378071,35.382491827,39.0346088409,42.4846718311,45.569729805,46.5364179611,52.4718418121,57.4238939285,60.5406029224,65.4462928772,71.4269368649,75.3782320023,81.3960688114,85.4174108505,91.4365448952,95.3709769249, 99.50620102882385],,,,
