Condition,RT,,,,,,,,,,,,,,,,,,,,,,,,,,
5c,[4.37089991569519,10.1397340298,14.9748220444,19.9596810341,24.9958240986,29.9637420177,34.9656639099,39.834084034,44.7523620129,50.0544519424,54.7739310265,60.0587520599,64.776911974,69.1290581226,75.0282759666,80.0162549019,84.900468111,89.9702589512, 95.05457711219788],,,,,,,,
5v,[5.038080930709839,13.0899119377,17.309415102,23.3954470158,26.5436890125,30.4314520359,35.2990131378,42.4847609997,45.5528421402,52.4053759575,57.3912420273,60.5414159298,65.4411330223,71.7300460339,74.5791079998,75.997066021,79.8986830711,81.6334440708,85.6173141003,88.9858081341,91.5531671047, 95.60443115234375],,,,,
4c,[4.503227949142456,8.3732879162,12.2739198208,15.7418398857,19.9934740067,24.0260980129,27.8623158932,31.9308898449,36.050041914,39.8184177876,44.0520679951,47.8706469536,51.7363929749,55.7898259163,59.9058258533,63.8602669239,67.7450368404,71.8467998505,75.9307549,79.7329428196,83.8341698647,87.91857481,91.8196938038,95.8713648319, 99.67266893386841],,
4v,[3.4383440017700195,5.9884560108,8.3896939754,10.6901669502,14.392029047,19.4610290527,22.5610830784,27.3966691494,29.6472680569,33.4321460724,39.3849380016,42.4013280869,46.420468092,49.4879879951,54.4237070084,57.5410349369,61.4082860947,65.8779699802,72.4794459343,76.3143880367,78.413902998,84.35085392,86.4852719307,91.2699000835,92.4364960194,94.688352108, 98.23899793624878]
4v,[3.501551866531372,8.3871688843,10.6571338177,14.3906419277,19.4096410275,22.4444749355,27.4128420353,29.5617308617,33.364374876,39.3667528629,42.6017589569,46.4361658096,49.5471680164,54.4217619896,61.5076649189,66.4266219139,72.4124369621,76.4967029095,78.5806539059,84.649324894,86.7836019993,92.519040823, 94.52025890350342],,,,
5v,[7.371689081192017,10.457472086,17.3265419006,23.4278759956,26.6461200714,30.8652191162,35.3299970627,42.4013769627,45.3692719936,52.3883020878,57.2400450706,60.5749731064,65.4275860786,71.3288879395,75.3115170002,81.3304700851,85.3320069313,90.3358559608,91.4874141216, 95.60494112968445],,,,,,,
4c,[4.387728929519653,8.3067359924,12.1908171177,16.1230790615,19.2431480885,23.8124170303,27.8942620754,31.6481180191,35.7171440125,39.8506629467,43.968421936,47.9516119957,51.9719369411,55.9073779583,59.8759241104,63.8425040245,67.9280359745,71.9293460846,75.8796961308,79.9485111237,83.8670709133,87.8853030205,91.9197571278,95.9213840961, 99.90775990486145],,
5c,[5.3379480838775635,10.0218629837,14.975399971,19.8911380768,24.9959499836,29.9469521046,35.0155029297,40.4013271332,44.8036310673,50.4379980564,55.3564169407,60.0258359909,64.9597959518,70.0126230717,75.04666996,80.3985030651,85.3516700268,90.0000751019, 95.0025520324707],,,,,,,,
