Condition,RT,,,,,,,,,,,,,,,,,,,,,,
5v,[2.685041904449463,7.503277063,10.589607,14.27564788,17.42658305,23.36218286,26.62737894,30.39859486,35.39672685,41.86919904,49.88806987,52.95648289,61.99364185,65.97819805,71.66483688,76.13161993,80.86633587,85.60239697,90.25186896324158],,,,
4c,[4.404842138290405,8.373813152,12.24066305,16.45719814,22.24545312,28.41447806,32.36418414,36.20039892,40.46914411,44.38439298,48.86903501,52.740026,56.456738,60.32637596,64.14161301,68.30957794,72.74464703,76.26492405,80.09980893,83.78216314,87.9533391,94.10638093948364],
5c,[4.3213050365448,9.087430954,15.44134307,18.99315095,21.32779694,26.10928202,29.94769907,35.3163631,39.88452697,45.13438106,50.48642397,55.35356998,60.79284406,65.29459596,69.07810998,74.84783411,78.98289299,86.1186471,89.98629594,95.00282097,99.93998193740845],,
4v,[7.238302946090698,8.40605402,14.17575407,20.19158792,22.67617798,27.44491196,30.13168502,33.96296,36.75026798,39.40231395,46.68443704,50.27267194,55.10520387,57.59131503,61.32620192,66.01054907,72.03035402,76.31536102,78.98367,83.93523598,86.53692293,91.1043210029602],
4c,[4.37271785736084,8.355912924,12.34081197,16.29022789,20.04515982,24.42899394,28.34797478,32.41335797,36.03400588,39.88548183,44.37089396,48.78897285,52.37312698,56.79131985,60.47598791,64.27893281,68.27878881,72.01457596,75.98255396,80.13421297,88.42012286,91.7380569,96.4066219329834]
5v,[7.3691630363464355,10.35675287,16.176265,23.345016,26.41343594,30.46477485,35.56723094,42.40194201,45.68427587,52.32224083,57.37424588,60.69243789,65.36105299,71.39650989,75.74795389,81.26601982,85.35166383,91.28772783,95.05509090423584],,,,
5c,[5.604628086090088,8.989089966,10.47038507,15.20834303,20.41132307,25.39657903,30.46515512,35.315979,40.33199596,44.15283704,45.353724,50.15426993,55.47430897,60.64247799,65.17787099,69.11136007,74.99844813,79.96698213,85.35016108,89.96956515,95.33801293373108],,
4v,[3.6376540660858154,8.589419127,19.29107404,22.52783918,27.412251,30.79791117,33.34801912,38.98155904,43.20283508,46.68744922,49.42167306,53.85597801,57.52199602,61.34219503,65.77753615,72.11130905,76.29750419,78.64931822,83.91744113,86.38424015,90.07027721,92.45336604,99.95768308639526]
