snd,cond,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,date,frameRate,expName,session,participant,
seq4v_practice.wav,4v,0,0,0,0,,,,,2018_Jan_24_1735,60.0961698274,Melody_change_detectionRT,001,testFromHomeDirectory,
