snd,cond,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,detection_resp.keys,detection_resp.rt,date,frameRate,expName,session,participant,
seq4v_practice.wav,4v,0,0,0,0,,,,,,,2018_Jan_19_0839,60.2558028281,Melody_change_detectionRT,001,RestartTest,
seq5v_100sec.wav,5v,,,,,0,0,0,3,None,,2018_Jan_19_0839,60.2558028281,Melody_change_detectionRT,001,RestartTest,
seq4c_100sec.wav,4c,,,,,0,1,1,0,None,,2018_Jan_19_0839,60.2558028281,Melody_change_detectionRT,001,RestartTest,
seq4v_100sec.wav,4v,,,,,0,2,2,1,None,,2018_Jan_19_0839,60.2558028281,Melody_change_detectionRT,001,RestartTest,
seq5c_100sec.wav,5c,,,,,0,3,3,2,None,,2018_Jan_19_0839,60.2558028281,Melody_change_detectionRT,001,RestartTest,
seq4v_100sec.wav,4v,,,,,1,0,4,1,['space'],[0.9827649593353271],2018_Jan_19_0839,60.2558028281,Melody_change_detectionRT,001,RestartTest,
seq5v_100sec.wav,5v,,,,,1,1,5,3,None,,2018_Jan_19_0839,60.2558028281,Melody_change_detectionRT,001,RestartTest,
seq5c_100sec.wav,5c,,,,,1,2,6,2,None,,2018_Jan_19_0839,60.2558028281,Melody_change_detectionRT,001,RestartTest,
seq4c_100sec.wav,4c,,,,,1,3,7,0,None,,2018_Jan_19_0839,60.2558028281,Melody_change_detectionRT,001,RestartTest,
