Condition,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,
5v,[4.051922082901001,7.355814934,10.32329702,17.226547,23.194525,26.12880111,29.03067613,30.43115997,35.25012994,42.43560314,45.98710394,52.23914313,57.37431407,60.34260702,64.06028008,65.97784114,71.31263494,75.74549603,81.39773393,85.56588602,91.30338097,95.41935205459595],,,,,,
4v,[3.420670986175537,8.271216154,10.43935394,14.25715494,17.32358003,18.10952806,19.60998511,22.44390798,25.97903013,26.99644494,29.58098006,33.23258114,37.01700497,38.00143003,39.25116611,43.21849298,46.26869607,49.4353981,54.30517411,57.42422009,61.34078002,66.34428716,72.24642706,75.23063207,79.216573,84.26582909,92.37059712,95.16986298561096]
4c,[4.287298202514648,9.356056213,12.23818707,16.25887799,20.17635012,23.97863317,27.99696708,32.01489019,36.06602001,40.23513508,44.08567715,48.417974,52.10348821,56.04094315,60.08977699,64.00956202,68.141994,71.99667621,75.99620605,80.00058913,83.96720505,88.01869011,92.0205152,96.00517106,99.94021320343018],,,
5c,[4.1043548583984375,5.438029766,8.453232765,10.62323284,15.49121189,20.27625585,25.29600382,29.29692578,30.31439185,35.28333998,40.21763682,45.30322194,50.47244787,55.34039783,60.34215784,65.31064796,70.22839999,75.01422977,79.99918699,85.00116086,90.3365438,94.97103977203369],,,,,,
4c,[4.039191007614136,8.072856188,12.04103804,16.00839996,20.0414741,24.11235714,27.99458098,31.99831915,36.04739499,40.03499508,44.02032614,48.03787613,52.08911014,56.10552812,59.99300504,63.977911,68.06191707,72.06116414,76.23247218,80.09969997,84.31828904,88.01874208,92.15483403,96.07254219055176],,,,
5v,[7.339699029922485,10.57122898,15.15755105,17.20918798,23.26085401,26.37856984,30.26373291,35.45007992,38.98174286,41.61890006,45.40363884,52.08872294,57.34121084,60.325284,65.29144406,70.09649396,71.02879,75.34691,81.26665497,85.33517003,91.13756084,95.58623504638672],,,,,,
4v,[3.387432098388672,6.018858194,7.021414995,8.705657005,11.036134,14.4722321,18.22533607,19.4265902,22.47552299,27.59399104,33.24875522,39.30066419,42.56881022,46.2690742,49.32150817,54.02288222,57.30719018,61.30851912,66.00947905,70.09575009,72.11203003,76.2450881,78.69885206,84.26702499,86.51706004,92.38738918,94.43757200241089],
5c,[0.8495190143585205,5.220830917,10.08775091,15.04066706,20.05838203,25.02909207,30.06446385,35.05013585,40.08190894,45.05071688,50.0374949,55.05638695,60.09234405,70.09534907,75.08032584,79.04879403,85.03475904,90.00279403,95.1214189529419],,,,,,,,,
