snd,cond,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,detection_resp.keys,detection_resp.rt,date,frameRate,expName,session,participant,
seq4v_practice.wav,4v,0,0,0,0,,,,,,,2018_Jan_19_0910,59.9685738265,Melody_change_detectionRT,001,S05,
seq4c_100sec.wav,4c,,,,,0,0,0,0,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.39983415603637695, 4.301248073577881, 8.222337007522583, 12.237410068511963, 16.159223079681396, 20.17706799507141, 24.21261501312256, 28.245782136917114, 32.1792311668396, 36.314428091049194, 40.38391709327698, 44.21981716156006, 48.33637499809265, 52.172821044921875, 56.257458209991455, 60.239495038986206, 64.34317708015442, 68.19514799118042, 72.33064007759094, 76.24821901321411, 80.26670217514038, 84.13447499275208, 88.3192400932312, 92.37023711204529, 96.20612597465515]",2018_Jan_19_0910,59.9685738265,Melody_change_detectionRT,001,S05,
seq4v_100sec.wav,4v,,,,,0,1,1,1,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[3.4051599502563477, 5.055012941360474, 8.390758991241455, 10.424201011657715, 14.391793966293335, 19.461416959762573, 22.344707012176514, 27.43029284477234, 29.415408849716187, 33.56646680831909, 39.335370779037476, 42.38592600822449, 46.384708881378174, 49.372100830078125, 54.370680809020996, 57.34199094772339, 61.360790967941284, 66.30966687202454, 72.39538097381592, 76.34821391105652, 78.53412389755249, 84.36903882026672, 86.55345582962036, 92.3883969783783, 94.62253189086914]",2018_Jan_19_0910,59.9685738265,Melody_change_detectionRT,001,S05,
seq5c_100sec.wav,5c,,,,,0,2,2,2,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[5.354987859725952, 10.373603820800781, 15.258131980895996, 20.34348487854004, 25.412807941436768, 30.447357892990112, 35.382529973983765, 40.350817918777466, 45.51903295516968, 50.38907790184021, 55.72400403022766, 60.40846085548401, 65.31068587303162, 70.41208791732788, 75.3974838256836, 80.38257384300232, 85.41904187202454, 90.30235195159912, 95.40524888038635]",2018_Jan_19_0910,59.9685738265,Melody_change_detectionRT,001,S05,
seq5v_100sec.wav,5v,,,,,0,3,3,3,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[7.338991165161133, 10.356056213378906, 17.289988040924072, 23.360794067382812, 26.41291618347168, 30.381487131118774, 35.26601219177246, 42.38574814796448, 45.73613119125366, 52.37268114089966, 57.371936082839966, 60.457157135009766, 65.37529611587524, 71.42977619171143, 75.46393513679504, 81.33247399330139, 85.36650705337524, 91.4374930858612, 95.3735101222992]",2018_Jan_19_0910,59.9685738265,Melody_change_detectionRT,001,S05,
seq4c_100sec.wav,4c,,,,,1,0,4,0,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[4.351949214935303, 8.338994026184082, 12.287713050842285, 16.27488613128662, 20.29392409324646, 24.260335206985474, 28.23038911819458, 32.24851107597351, 36.29958915710449, 40.23287916183472, 44.13629102706909, 47.903043031692505, 51.95588803291321, 55.94069814682007, 59.92320704460144, 63.91040015220642, 67.94454216957092, 71.9125862121582, 75.91419911384583, 79.89965415000916, 83.86753511428833, 87.95223903656006, 91.80410599708557, 95.87014603614807, 99.43999910354614]",2018_Jan_19_0910,59.9685738265,Melody_change_detectionRT,001,S05,
seq5v_100sec.wav,5v,,,,,1,1,5,3,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[2.403862953186035, 7.48895001411438, 10.390322923660278, 17.309491872787476, 23.427386045455933, 26.462426900863647, 30.381404876708984, 35.23307704925537, 42.40158700942993, 45.43671107292175, 52.30525207519531, 57.32421803474426, 61.10893988609314, 65.44372701644897, 71.47971296310425, 75.46448087692261, 81.3830189704895, 85.33560085296631, 91.45310187339783, 95.40506505966187]",2018_Jan_19_0910,59.9685738265,Melody_change_detectionRT,001,S05,
seq4v_100sec.wav,4v,,,,,1,2,6,1,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[3.554884910583496, 8.455729961395264, 10.488088130950928, 14.45888614654541, 19.544538021087646, 22.37723708152771, 27.363325119018555, 30.347031116485596, 33.26627206802368, 39.301942110061646, 42.319287061691284, 47.054938077926636, 49.62216091156006, 54.440340995788574, 57.324355125427246, 61.42346811294556, 67.66152095794678, 72.37869310379028, 76.24853706359863, 78.34945702552795, 84.2829179763794, 86.5995180606842, 92.45512104034424]",2018_Jan_19_0910,59.9685738265,Melody_change_detectionRT,001,S05,
seq5c_100sec.wav,5c,,,,,1,3,7,2,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[5.355402946472168, 10.355902910232544, 15.275394916534424, 20.341187953948975, 25.34635090827942, 31.031699895858765, 35.36525297164917, 40.23549008369446, 45.4037230014801, 52.92180109024048, 55.64106297492981, 56.92211103439331, 60.442846059799194, 65.3280439376831, 70.29588890075684, 75.44701910018921, 80.33346605300903, 83.11563110351562, 85.36875510215759, 90.3036139011383, 95.30585598945618]",2018_Jan_19_0910,59.9685738265,Melody_change_detectionRT,001,S05,
