snd,cond,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,detection_resp.keys,detection_resp.rt,date,frameRate,expName,session,participant,
seq4v_practice.wav,4v,0,0,0,0,,,,,,,2018_Jan_22_1135,60.2050325118,Melody_change_detectionRT,001,S07,
seq5c_100sec.wav,5c,,,,,0,0,0,2,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[5.27162504196167, 10.423295021057129, 15.008227109909058, 20.276400089263916, 25.01190710067749, 29.997815132141113, 35.016103982925415, 39.98483610153198, 44.9849750995636, 50.00438594818115, 54.97412896156311, 60.00846004486084, 65.0286660194397, 70.01370811462402, 75.01283812522888, 80.03383493423462, 84.98659014701843, 90.00475001335144, 95.02345299720764]",2018_Jan_22_1135,60.2050325118,Melody_change_detectionRT,001,S07,
seq4c_100sec.wav,4c,,,,,0,1,1,0,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[4.585081100463867, 7.986691236495972, 12.006649017333984, 16.008170127868652, 19.991764068603516, 24.009631156921387, 28.013623237609863, 32.0319881439209, 35.983819007873535, 39.99898314476013, 44.03574013710022, 47.98842120170593, 52.00668907165527, 56.00660419464111, 59.9924681186676, 63.9921441078186, 68.01180505752563, 72.01442122459412, 75.96565103530884, 80.00100708007812, 84.01700520515442, 88.03490018844604, 91.95568704605103, 95.98929023742676]",2018_Jan_22_1135,60.2050325118,Melody_change_detectionRT,001,S07,
seq4v_100sec.wav,4v,,,,,0,2,2,1,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[3.1715450286865234, 6.0199620723724365, 8.607086896896362, 10.690386056900024, 14.44249701499939, 19.375247955322266, 22.327576875686646, 27.297635078430176, 29.498249053955078, 33.36669993400574, 39.33510398864746, 42.38691806793213, 46.43772602081299, 49.355711936950684, 54.34141397476196, 57.292475938797, 61.39410591125488, 66.14662599563599, 69.09679889678955, 72.53213405609131, 76.28291201591492, 78.58421993255615, 84.28615593910217, 86.40153002738953, 92.14022207260132, 94.38938093185425]",2018_Jan_22_1135,60.2050325118,Melody_change_detectionRT,001,S07,
seq5v_100sec.wav,5v,,,,,0,3,3,3,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[7.405221939086914, 10.423864126205444, 17.359216928482056, 23.444862127304077, 26.59400200843811, 30.481106996536255, 35.39935803413391, 42.40290093421936, 45.43676400184631, 52.30671215057373, 57.62553405761719, 60.707879066467285, 65.41075110435486, 71.59654307365417, 75.59944796562195, 81.3183650970459, 85.41656398773193, 91.6549699306488, 95.50683307647705]",2018_Jan_22_1135,60.2050325118,Melody_change_detectionRT,001,S07,
seq5v_100sec.wav,5v,,,,,1,0,4,3,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[7.422600030899048, 10.440270900726318, 17.27677893638611, 23.394747018814087, 26.497014045715332, 30.429101943969727, 35.398844957351685, 42.435298919677734, 45.33743500709534, 52.37048697471619, 57.68922686576843, 60.49353289604187, 65.74494504928589, 71.96452403068542, 75.84975600242615, 81.45023202896118, 85.35289287567139, 91.8222758769989, 95.43973588943481]",2018_Jan_22_1135,60.2050325118,Melody_change_detectionRT,001,S07,
seq4c_100sec.wav,4c,,,,,1,1,5,0,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[4.355023145675659, 8.339367151260376, 12.324878215789795, 16.306868076324463, 20.394862174987793, 24.55985116958618, 28.29746413230896, 31.997953176498413, 36.0005362033844, 40.00158405303955, 44.01809000968933, 47.955180168151855, 51.9893741607666, 56.00811719894409, 60.04307818412781, 64.02785110473633, 68.02745604515076, 72.0804660320282, 75.9822211265564, 80.05095219612122, 84.03354716300964, 87.98687219619751, 91.97273516654968, 96.04077005386353]",2018_Jan_22_1135,60.2050325118,Melody_change_detectionRT,001,S07,
seq4v_100sec.wav,4v,,,,,1,2,6,1,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[3.4187588691711426, 8.306113958358765, 10.690151929855347, 14.374199867248535, 19.39292287826538, 22.31189203262329, 27.513774871826172, 29.497612953186035, 33.415765047073364, 39.3347909450531, 42.36886692047119, 46.40431094169617, 49.402803897857666, 54.42468190193176, 57.341996908187866, 61.74406290054321, 66.47924995422363, 72.36534094810486, 76.46618604660034, 78.38380789756775, 84.33609104156494, 86.36723709106445, 92.3714349269867, 94.40636992454529]",2018_Jan_22_1135,60.2050325118,Melody_change_detectionRT,001,S07,
seq5c_100sec.wav,5c,,,,,1,3,7,2,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[5.320925951004028, 10.32339096069336, 15.04118299484253, 20.060683965682983, 25.07646608352661, 30.046643018722534, 35.016523122787476, 40.031989097595215, 45.037562131881714, 50.053256034851074, 55.0417001247406, 60.3737211227417, 65.00849914550781, 69.96295499801636, 75.58017301559448, 80.03327703475952, 85.0197901725769, 90.03804516792297, 95.02313804626465]",2018_Jan_22_1135,60.2050325118,Melody_change_detectionRT,001,S07,
