Condition,RT,,,,,,,,,,,,,,,,,,,,,,,,
4c,[0.39983415603637695,4.301248074,8.222337008,12.23741007,16.15922308,20.177068,24.21261501,28.24578214,32.17923117,36.31442809,40.38391709,44.21981716,48.336375,52.17282104,56.25745821,60.23949504,64.34317708,68.19514799,72.33064008,76.24821901,80.26670218,84.13447499,88.31924009,92.37023711,96.20612597465515]
4v,[3.4051599502563477,5.055012941,8.390758991,10.42420101,14.39179397,19.46141696,22.34470701,27.43029284,29.41540885,33.56646681,39.33537078,42.38592601,46.38470888,49.37210083,54.37068081,57.34199095,61.36079097,66.30966687,72.39538097,76.34821391,78.5341239,84.36903882,86.55345583,92.38839698,94.62253189086914]
5c,[5.354987859725952,10.37360382,15.25813198,20.34348488,25.41280794,30.44735789,35.38252997,40.35081792,45.51903296,50.3890779,55.72400403,60.40846086,65.31068587,70.41208792,75.39748383,80.38257384,85.41904187,90.30235195,95.40524888038635],,,,,,
5v,[7.338991165161133,10.35605621,17.28998804,23.36079407,26.41291618,30.38148713,35.26601219,42.38574815,45.73613119,52.37268114,57.37193608,60.45715714,65.37529612,71.42977619,75.46393514,81.33247399,85.36650705,91.43749309,95.3735101222992],,,,,,
4c,[4.351949214935303,8.338994026,12.28771305,16.27488613,20.29392409,24.26033521,28.23038912,32.24851108,36.29958916,40.23287916,44.13629103,47.90304303,51.95588803,55.94069815,59.92320704,63.91040015,67.94454217,71.91258621,75.91419911,79.89965415,83.86753511,87.95223904,91.804106,95.87014604,99.43999910354614]
5v,[2.403862953186035,7.488950014,10.39032292,17.30949187,23.42738605,26.4624269,30.38140488,35.23307705,42.40158701,45.43671107,52.30525208,57.32421803,61.10893989,65.44372702,71.47971296,75.46448088,81.38301897,85.33560085,91.45310187,95.40506505966187],,,,,
4v,[3.554884910583496,8.455729961,10.48808813,14.45888615,19.54453802,22.37723708,27.36332512,30.34703112,33.26627207,39.30194211,42.31928706,47.05493808,49.62216091,54.440341,57.32435513,61.42346811,67.66152096,72.3786931,76.24853706,78.34945703,84.28291798,86.59951806,92.45512104034424],,
5c,[5.355402946472168,10.35590291,15.27539492,20.34118795,25.34635091,31.0316999,35.36525297,40.23549008,45.403723,52.92180109,55.64106297,56.92211103,60.44284606,65.32804394,70.2958889,75.4470191,80.33346605,83.1156311,85.3687551,90.3036139,95.30585598945618],,,,
