Condition,RT,,,,,,,,,,,,,,,,,,,,,,,,
5v,[7.3383519649505615,10.38949108,17.25911307,23.34436393,26.34534812,30.29396796,35.31589198,42.38555098,45.4364531,52.30504298,57.32220411,60.47459102,64.36014199,71.36222005,75.81324601,81.28391409,85.51505899,89.3495481,91.93581891,95.78865694999695],,,,,
4v,[3.4012949466705322,8.338866949,10.72347784,14.37448287,19.87682796,22.47804904,27.56323004,29.82801104,33.33129787,39.38334489,42.36871696,46.586344,49.75524187,54.79048705,57.32433105,61.4763,66.31025791,72.34654403,76.54837894,78.51495695,84.38373399,86.41767287,92.45435596,94.6025938987732],
4c,[4.420374155044556,8.205365181,11.8911202,16.12567306,20.01025009,23.99468923,27.99672723,31.99608517,35.95028901,39.96739721,44.00252414,47.95300913,51.98629904,56.040766,59.97520614,63.97671723,67.97560906,71.9786582,75.98247004,79.99914122,83.98448014,87.98278403,91.98799109,95.97142005,99.95754909515381]
5c,[5.3549370765686035,10.40409088,15.04121304,20.02702498,24.9954679,30.01273108,35.01355505,39.99785209,45.02006006,50.00511289,55.00776601,59.99149489,64.97710204,69.9791069,74.99706292,79.98042488,85.01840401,90.01902103,94.97208786010742],,,,,,
5v,[8.072120904922485,10.35717082,17.32391381,23.32811379,26.42641091,30.18120289,35.38276291,42.36889791,45.51718378,52.323102,57.38891292,60.74272299,65.46086884,71.41364598,75.79828978,81.36699891,85.30192995,91.35500097,95.41992783546448],,,,,,
4c,[4.620863914489746,8.13812685,11.99043083,16.17251182,19.95904279,23.99228001,27.99615598,31.997823,35.98232293,39.96669292,44.00014901,47.98654079,51.95574498,56.00765681,59.97209096,63.99342585,68.01100683,71.97903085,76.32786679,79.96260285,83.98160982,87.98623681,91.98634195,96.00441098213196],
4v,[4.018038034439087,6.17198801,8.455872059,10.45612693,14.34081197,19.37707996,22.37804008,27.34365892,29.39581513,33.29871893,39.28045106,42.35141492,46.37063909,49.45397806,54.33740091,57.42430592,61.32695603,65.26011109,72.33050108,76.49491596,78.61378407,84.31750798,86.38187814,92.35365605,94.45516896247864]
5c,[5.484981060028076,10.04009891,15.03937101,19.99301505,24.9619689,30.01476502,35.01351285,39.98433995,45.01998496,50.00489783,55.02373195,60.00854206,65.00982404,70.01224995,74.99807286,80.04732394,85.14878702,90.03362203,95.48863697052002],,,,,,
