Condition,RT,,,,,,,,,,,,,,,,,,,,,,,,,
5c,[4.151962041854858,5.254949093,10.35774088,15.20879602,19.99484706,23.96292591,25.09379005,29.99601007,35.11716199,40.01604009,45.05325603,50.03625011,55.02435899,60.05912495,65.25925994,70.0275569,75.39641094,80.03313708,85.04941106,89.98796892,94.97233391,99.95835208892822],,,,
5v,[5.037703990936279,7.405280113,10.36998415,17.241956,23.32917213,26.31273603,30.34632802,34.18208909,35.28293109,42.3193152,45.43627214,52.28618813,57.34089017,60.62492108,65.41046309,71.31258416,76.01526308,81.28393102,85.26848817,91.32074499,95.5698070526123],,,,,
4c,[4.318346977233887,8.339936972,12.27377605,16.30974507,19.97500014,24.09620309,27.96135902,31.94650698,35.90007615,39.93514514,44.07032108,47.82136297,51.81965303,55.7899251,59.82579994,63.87699914,67.79556894,71.76364303,75.84880114,79.86411309,83.93244815,87.93321395,91.83756113,95.90388608,99.90783095359802],
4v,[3.3376269340515137,8.353244066,10.70722485,13.10795403,14.15485787,17.12535906,19.69102097,22.87833595,27.74704885,29.96133995,33.93138099,39.31777692,42.63525891,46.587075,49.82142401,54.55615997,57.72441292,61.52570486,66.31139493,72.36317301,76.43189883,79.01617289,84.45030689,86.74998903,92.38494992,94.8890368938446]
4c,[4.38800311088562,8.50703907,11.87332916,15.959095,19.87675214,23.87867212,27.86020207,31.8965292,35.96583915,39.8345232,43.90352511,47.92205215,51.88967514,55.9053812,59.90967822,63.9439261,67.9438622,71.91357112,75.79805017,80.23330021,83.86815023,87.95290709,92.02097201,95.88984823,99.94211912155151],
5v,[3.920753002166748,7.254605055,10.54033804,17.09200788,22.9781189,26.61238885,30.38074899,35.3165009,39.15017295,42.38305402,45.45345092,52.20544004,57.32236505,60.52608991,65.32784796,70.96346498,75.73039985,81.26643395,85.88424993,91.50391889,95.60571098327637],,,,,
4v,[3.3044841289520264,5.885534048,8.753759146,10.97346497,14.14190102,18.30990696,19.76073194,27.44684815,33.37877607,39.38452911,46.67044306,50.00507903,54.30627513,57.77505016,61.32620502,66.35919714,72.32814503,76.43175697,78.89721608,84.51512694,92.35230708,94.78908205032349],,,,
5c,[5.3713908195495605,10.32160902,14.90787387,19.95771098,25.52886891,30.02816701,34.9996419,40.33409405,44.88690901,49.98880482,54.95732594,59.99045897,64.99215984,69.9798069,74.93036103,79.93278289,84.9520669,89.96969795,95.00632596,99.9219388961792],,,,,,
