Condition,RT,,,,,,,,,,,,,,,,,,,,,,,,,,
5v,[7.3558127880096436,10.62103796,17.26020193,21.094028,23.39654589,26.41409183,30.34916592,33.19964099,42.45235682,45.67116284,52.40470195,57.34348893,60.99483299,65.41252899,71.72799587,75.64461684,81.41565084,85.33446193,91.85279894,95.8219199180603],,,,,,,
5c,[5.505688190460205,10.37408304,15.45960307,20.3776691,25.44576907,30.86448908,35.59964705,40.51817918,45.38781714,50.62322903,55.4039712,60.42551804,64.95870113,70.21332097,75.38236403,79.81670308,85.36880207,88.87007618,95.28933310508728],,,,,,,,
4c,[4.738018035888672,8.606244087,12.35782409,16.4758811,20.37706208,24.98031402,32.39578509,36.73343301,40.61739302,44.61722112,48.95472121,52.35574603,57.24169111,60.358634,64.36047912,68.49648619,72.36099601,76.31613302,80.2991941,84.3508141,88.83374715,92.76929712,96.78654217720032],,,,
4v,[0.453294038772583,3.637800932,8.574348927,14.59237289,19.39435983,22.62529898,27.4608829,30.33139896,33.31545186,39.35149789,42.38553095,47.53483295,54.53710389,57.77503991,61.47759891,66.39571404,72.53200984,76.31615782,78.63421893,84.28513789,86.49941802,92.70554185,94.82333302497864],,,,
4v,[0.45004701614379883,3.45471096,8.340242863,10.58825207,14.90551591,19.96115899,22.59604096,27.42947483,30.41441798,33.41725683,39.36892891,42.38560987,47.01811886,49.72248387,54.32396603,57.53973985,58.74230504,61.69415498,66.36247087,72.61153889,76.41355991,78.68348694,84.46907496,86.71931386,89.32116199,92.70665598,94.55627202987671]
4c,[4.535356044769287,8.43937993,12.69101501,16.71048808,20.64145994,24.44631195,28.51371908,32.36584306,36.41687298,40.46823907,44.50335097,48.57218194,52.39021206,56.72571993,60.35752106,61.81098795,64.47762203,68.4295361,73.03165913,76.49965811,80.4016211,84.71623898,89.72058392,93.22185802,96.3734519481659],,
5v,[7.3365159034729,10.40693188,17.34239602,23.41117382,26.37899089,30.54718399,35.49947882,42.48469782,45.57052803,52.40580297,57.55774999,61.13916993,65.36126399,71.36114287,75.43165493,80.8497889,85.60085583,91.87128901,96.08877301216125],,,,,,,,
5c,[0.4182140827178955,5.489557981,10.45689607,15.37648821,20.34259009,25.84716415,31.23190713,35.56761217,40.43591213,45.32053018,50.50673914,56.00852013,64.47869515,65.81195211,70.46416306,75.98096108,81.16845918,85.41954803,91.30523419,95.67154216766357],,,,,,,
