Condition,RT,,,,,,,,,,,,,,,,,,,,,,,,
4v,[3.4040520191192627,8.372680187,10.90664506,14.35805607,19.49363112,22.4600842,27.729985,29.69785905,33.4990201,39.61504412,42.71843314,46.68758798,49.47174001,53.3731451,54.75626802,57.3906641,61.59220004,64.82759809,72.52930403,76.52904606,78.74822116,84.60036516,86.78480506,92.83683801,95.08750104904175]
5v,[7.937011957168579,10.5893321,17.55650592,23.51096892,26.65923715,31.08010006,35.98066211,43.00010514,45.76779604,52.554672,57.74119115,61.15900493,65.84384894,71.98003602,75.814358,81.53421497,85.952003,92.02061892,95.83877110481262],,,,,,
5c,[5.471482992172241,10.68637609,15.54142618,20.65758109,25.77884912,30.83088207,35.58253717,40.65059614,45.56969619,51.08828807,55.50630116,60.55840111,65.54365897,70.57890511,75.78021407,80.43189502,85.85255408,90.36897802,95.7220151424408],,,,,,
4c,[4.451450824737549,8.672615051,12.42426085,16.69264603,20.62577605,24.21097803,28.1434679,32.18065882,36.06585693,40.06695986,44.33359003,48.20403385,52.33941102,56.48849797,60.29081488,62.37590003,64.36084294,68.27533484,72.52766085,76.44563699,80.30004382,84.3180449,87.96738982,92.12066293,95.92150092124939]
4v,[3.3717989921569824,8.387699127,11.35778213,14.45869493,19.42685199,22.7782979,27.3974371,29.66451693,33.33201694,39.33500791,42.36921906,46.56975698,49.60275698,54.40703702,57.62459302,61.29322791,66.44394493,72.96340799,76.51439404,78.50006199,84.36816502,92.43511009,95.6548171043396],,
5v,[7.436858177185059,10.57373405,17.50912309,23.51202703,26.44343209,30.41164112,35.698915,42.58200622,45.56925607,52.35286021,57.69064617,60.808496,65.7429471,71.50997806,75.79769015,81.46596813,85.50078011,91.46936703,95.48578715324402],,,,,,
4c,[4.9209840297698975,8.455976009,12.32409406,16.32491708,20.14408112,24.16221499,28.11356592,32.16497803,35.96400905,40.00141692,43.96953011,48.103055,52.05536604,56.15496302,59.97437406,64.02585697,67.9262259,72.11340594,76.04792905,80.06561589,83.88111496,88.01823807,92.15218997,96.03947401,99.94108510017395]
5c,[5.371713161468506,10.5225811,15.54200101,20.52645206,25.79559207,30.47957516,35.46521306,40.34962416,45.43610001,50.60565305,55.52404618,60.49188209,65.44303203,70.36216903,75.5287571,80.44597507,85.46838117,95.42102408409119],,,,,,,
