snd,cond,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,detection_resp.keys,detection_resp.rt,date,frameRate,expName,session,participant,
seq4v_practice.wav,4v,0,0,0,0,,,,,,,2016_Apr_25_1438,59.9811803738,Melody_change_detectionRT,001,KH,
seq4c_100sec.wav,4c,,,,,0,0,0,0,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[4.372327089309692, 8.355931997299194, 12.44080114364624, 16.425640106201172, 20.244354009628296, 24.46197009086609, 32.51516103744507, 36.367183208465576, 40.66770601272583, 44.41961717605591, 52.456106185913086, 56.358055114746094, 60.425788164138794, 64.3934600353241, 68.59521317481995, 72.49668002128601, 76.39839220046997, 80.34972405433655, 84.41565299034119, 89.05316114425659, 96.48938608169556]",2016_Apr_25_1438,59.9811803738,Melody_change_detectionRT,001,KH,
seq5c_100sec.wav,5c,,,,,0,1,1,2,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[5.572402000427246, 10.473458051681519, 15.475379943847656, 20.427310943603516, 25.779770135879517, 31.064482927322388, 35.699748039245605, 40.43493914604187, 45.402709007263184, 50.50590705871582, 55.44025707244873, 60.624300956726074, 65.49440693855286, 70.38024115562439, 75.49906897544861, 80.41635394096375, 85.48283314704895, 96.20599007606506]",2016_Apr_25_1438,59.9811803738,Melody_change_detectionRT,001,KH,
seq4v_100sec.wav,4v,,,,,0,2,2,1,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[8.372427940368652, 10.722965955734253, 14.456074953079224, 19.4916889667511, 22.979052782058716, 27.56416392326355, 30.265103816986084, 33.43187499046326, 39.43515086174011, 42.41873288154602, 47.08706879615784, 49.92188000679016, 54.723636865615845, 57.4240779876709, 61.82384395599365, 66.47908282279968, 72.29681897163391, 76.36268186569214, 78.71643877029419, 83.36541700363159, 92.4217939376831, 94.85516786575317]",2016_Apr_25_1438,59.9811803738,Melody_change_detectionRT,001,KH,
seq5v_100sec.wav,5v,,,,,0,3,3,3,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.5035610198974609, 7.323861837387085, 10.390885829925537, 17.342803955078125, 23.34637999534607, 25.929898977279663, 30.579360961914062, 35.417449951171875, 42.369951009750366, 45.687872886657715, 52.357300996780396, 57.32570481300354, 60.92698287963867, 65.54329586029053, 71.51458501815796, 76.04877185821533, 81.41739702224731, 85.33555889129639, 91.8877489566803, 95.98848080635071]",2016_Apr_25_1438,59.9811803738,Melody_change_detectionRT,001,KH,
seq4v_100sec.wav,4v,,,,,1,0,4,1,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[3.554121971130371, 8.339993953704834, 14.925656795501709, 20.1945378780365, 23.26250696182251, 27.76327395439148, 30.564369916915894, 33.67974495887756, 39.36777591705322, 42.968894958496094, 46.88665199279785, 49.538269996643066, 54.424423933029175, 57.475252866744995, 61.61060094833374, 66.41107082366943, 72.33052492141724, 76.69870281219482, 78.76588296890259, 84.38337898254395, 87.07013297080994, 92.80426287651062, 94.88853883743286]",2016_Apr_25_1438,59.9811803738,Melody_change_detectionRT,001,KH,
seq4c_100sec.wav,4c,,,,,1,1,5,0,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[4.354988098144531, 8.322520971298218, 12.274562120437622, 16.32337713241577, 20.4600191116333, 24.645029067993164, 28.64677405357361, 32.481789112091064, 36.73346304893494, 40.518388986587524, 44.41994500160217, 52.490368127822876, 56.439534187316895, 60.32555103302002, 64.47821307182312, 66.91207718849182, 68.56159710884094, 72.51267004013062, 76.3815381526947, 80.38306617736816, 84.46847605705261, 85.31777596473694, 89.38490700721741, 93.13808512687683, 96.3901309967041]",2016_Apr_25_1438,59.9811803738,Melody_change_detectionRT,001,KH,
seq5c_100sec.wav,5c,,,,,1,2,6,2,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[5.554503917694092, 10.656710863113403, 15.44298505783081, 20.358279943466187, 25.97808289527893, 30.581074953079224, 35.48288106918335, 40.451014041900635, 45.469510078430176, 50.75263690948486, 55.524282932281494, 60.523141860961914, 65.52680206298828, 70.46306586265564, 75.51435995101929, 80.68381094932556, 85.3351800441742, 90.62109398841858, 95.53879904747009]",2016_Apr_25_1438,59.9811803738,Melody_change_detectionRT,001,KH,
seq5v_100sec.wav,5v,,,,,1,3,7,3,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[7.422852993011475, 10.490808963775635, 17.12384295463562, 23.444916009902954, 26.396157026290894, 30.39832091331482, 35.58224892616272, 42.402209997177124, 46.07005310058594, 52.45592904090881, 57.324383020401, 61.55716300010681, 65.40872502326965, 70.49697804450989, 76.09831500053406, 81.4170310497284, 85.4683940410614, 92.10448098182678, 96.0397880077362]",2016_Apr_25_1438,59.9811803738,Melody_change_detectionRT,001,KH,
