snd,cond,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,date,frameRate,expName,session,participant,
seq4v_practice.wav,4v,0,0,0,0,,,,,2017_Dec_14_1550,59.9649729291,Melody_change_detectionRT,001,000,
