snd,cond,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,date,frameRate,expName,session,participant,
seq4v_100sec.wav,4v,0,0,0,0,,,,,2016_Apr_21_1405,59.9970532911,Melody_change_detectionRT,001,001,
