cond,detection_resp.rt,,,,,,,,,,,,,,,,,,,,,,,,
4v,[3.6669209003448486,8.7838089466,10.8506250381,14.684155941,19.6344161034,22.6179099083,27.7848379612,29.8683030605,33.6685340405,39.6188189983,42.7689869404,46.6692099571,49.7027029991,55.0029549599,61.686674118,66.5369160175,72.6206040382,76.8207800388,78.8876199722,84.7045960426,86.7546639442,93.1549890041, 94.8217670917511],,
5v,[7.867131948471069,10.6172940731,17.6510281563,23.7013471127,26.7681701183,30.868388176,35.6519911289,42.7690291405,45.7358620167,52.6196050644,57.6865530014,60.7699790001,65.7035970688,71.7872409821,75.6040980816,81.5377640724,85.6380550861,89.5048551559,91.771654129, 95.75522017478943],,,,,
4c,[4.683660984039307,8.5171761513,12.5007519722,16.3009741306,20.2011830807,24.2013480663,28.3182730675,32.2851650715,36.1853530407,40.2355411053,44.2024600506,48.2359800339,52.2361991405,56.236426115,60.2366499901,64.220181942,68.2370679379,72.2372801304,76.1875259876,80.2543971539,84.237967968,88.2048299313,92.2716829777,96.2385730743, 100.25545692443848]
5c,[5.317028045654297,10.2673051357,15.2675580978,20.2178401947,25.2347462177,30.2350161076,35.2519919872,40.2522029877,45.2691709995,50.3194231987,54.2529850006,60.2865970135,65.270234108,70.2538051605,75.2540872097,80.2376999855,85.2712850571,90.2549362183,95.2718751431, 99.4054000377655],,,,,
4v,[3.683582067489624,8.5338881016,10.8006579876,14.5675170422,19.6177959442,22.6179549694,27.534922123,29.8183131218,33.9352381229,39.5854971409,42.6190030575,46.7025380135,49.6027140617,54.6196360588,57.6198499203,61.8867089748,65.5202419758,66.5036270618,72.7373080254,76.5541570187,78.7209630013,84.6212539673,86.6713659763,92.6383910179, 94.6218421459198]
5c,[5.433645963668823,10.4339141846,14.3674399853,15.2507860661,20.3011000156,25.3180341721,29.3682510853,30.2515931129,35.3019111156,40.2688131332,45.2690970898,50.2693769932,55.2696070671,60.3032410145,65.803524971,70.2537460327,75.6207170486,80.2376480103,85.2545490265,90.2715280056,95.2717890739, 100.27206516265869],,,
5v,[7.58379602432251,10.550588131,17.617647171,23.7179989815,26.7681109905,30.8183250427,35.7852780819,42.7690081596,45.9024460316,52.5695180893,57.9197759628,60.953286171,65.6868779659,71.5705091953,75.8374149799,81.6211431026,86.0712959766,91.5715930462, 95.8051609992981],,,,,,
4c,[4.333643913269043,8.2671840191,12.2840340137,16.2509088516,20.2678220272,24.2845749855,28.2182528973,32.2184789181,36.2686908245,40.2689080238,44.2357869148,48.6026558876,52.2862029076,56.3031098843,60.2533168793,64.5702178478,68.5204260349,72.4373078346,76.2874689102,80.237678051,84.5379638672,88.254803896,92.2383599281,96.2885680199, 100.3054678440094]
