snd,cond,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,date,frameRate,expName,session,participant,
seq4v_100sec.wav,4v,0,0,0,0,2016_Apr_21_1403,60.0038340157,Melody_change_detectionRT,001,001,
